developer,app_name,price,year
the sims studio,the sims™ 3 high-end loft stuff,19.99,2010
trinoteam,trino,4.99,2011
virtual prophecy entertainment,mishap 2: an intentional haunting - collector's edition,14.99,2011
the sims studio,the sims™ 3 outdoor living stuff,19.99,2011
mediatonic,who's that flying?!,5.99,2011
cyan worlds,myst: masterpiece edition,5.99,2011
petroglyph,guardians of graxia: elves & dwarves,2.99,2011
reality pump studios,two worlds ii hd,19.99,2011
jellyvision,you don’t know jack®,0.0,2011
eden studios,test drive unlimited 2,19.99,2011
neocoregames,king arthur: the druids,3.99,2011
positech games,gratuitous space battles: galactic conquest,6.99,2011
neocoregames,the kings' crusade: new allies,3.99,2011
realmforge studios,dungeons - steam special edition,9.99,2011
"arcen games, llc",ai war: light of the spire,4.99,2011
dtp,drakensang: the river of time,19.99,2011
stainless games,risk™: factions,9.99,2011
fakt software,crazy machines 2: time travel add-on,4.99,2011
gaijin games,bit.trip runner,9.99,2011
"kaos studios,digital extremes",homefront,19.99,2011
red redemption,fate of the world,9.99,2011
copenhagen game collective,b.u.t.t.o.n. (brutally unfair tactics totally ok now),2.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution - tyranid race pack",0.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution ork race pack",0.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution imperial guard race pack",2.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution eldar race pack",0.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution chaos space marines race pack",0.99,2011
trion worlds,rift,0.0,2013
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii: retribution",29.99,2011
stout games,dinner date,3.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution space marines race pack",2.99,2011
black lion studios,shadow harvest: phantom ops,9.99,2011
colossal order ltd.,cities in motion: design classics,3.99,2011
vstep,ship simulator extremes: ferry pack,3.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii: retribution: dark angels pack",6.99,2011
simbin,stcc the game 2 – expansion pack for race 07,3.99,2011
11 bit studios,anomaly: warzone earth,9.99,2011
ntronium games,armada 2526,14.99,2010
martin ivanov,darkest hour: a hearts of iron game,9.99,2011
realmforge studios,dungeons: into the dark dlc pack,3.99,2011
800 north and digital ranch,dino d-day,9.99,2011
gaming minds studios,patrician iv: rise of a dynasty,9.99,2011
valve,portal 2,19.99,2011
arrowhead game studios,magicka: vietnam,4.99,2011
coffee stain studios,sanctum,9.99,2011
1c:inoco,majesty 2 collection,19.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution - mekboy wargear dlc",2.99,2011
"relic entertainment,feral interactive (mac/linux)",dawn of war ii: retribution – the last stand,9.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - retribution - farseer wargear dlc",2.99,2011
mode 7,frozen synapse,24.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii: retribution - captain wargear dlc",2.99,2011
inner seas,winter voices episode 4: amethyst rivers,4.99,2011
inxile entertainment,hunted: the demon’s forge™,4.99,2011
fatshark,hamilton's great adventure,9.99,2011
the sims studio,the sims™ 3 generations,19.99,2011
colossal order ltd.,cities in motion: tokyo,5.99,2011
arrowhead game studios,magicka: nippon,0.99,2011
behaviour,ghostbusters: sanctum of slime challenge pack dlc,1.99,2011
microids,still life 2,7.99,2009
microids,still life,7.99,2005
treyarch,call of duty®: black ops escalation content pack,14.99,2011
obsidian entertainment,dungeon siege iii,14.99,2011
gearbox software,duke nukem forever,19.99,2011
red duck inc.,a.v.a. alliance of valiant arms™,0.0,2011
cryptic studios,champions online,0.0,2009
grey havens,spiral knights,0.0,2011
"apus software,three donkeys llc",spectromancer - truth & beauty,9.99,2011
colossal order ltd.,cities in motion: design now,3.99,2011
reality pump studios,two worlds ii castle defense,9.99,2011
peter brinson and kurosh valanejad,the cat and the coup,0.0,2011
stainless games ltd,magic: the gathering - duels of the planeswalkers 2012,19.99,2011
bacon wrapped games,ancients of ooga,9.99,2011
cold beam games,beat hazard ultra,4.99,2011
mode 7,frozen synapse: soundtrack,5.99,2011
murudai,solar 2,9.99,2011
totem games,ironclads: schleswig war 1864,9.99,2011
totem games,ironclads: anglo russian war 1866,9.99,2011
arrowhead game studios,magicka: final frontier,2.99,2011
totem games,ironclads: chincha islands war 1866,9.99,2011
day 1 studios,f.e.a.r. 3,19.99,2011
arrowhead game studios,magicka: frozen lake,1.99,2011
arrowhead game studios,magicka: the watchtower,1.99,2011
n3v games,trainz simulator dlc: the duchess,19.99,2011
arrowhead game studios,magicka: party robes,1.99,2011
paradox interactive,europa universalis iii: western - ad 1400 spritepack,1.99,2011
bedlam games,dungeons and dragons: daggerdale,14.99,2011
simbin,retro – expansion pack for race 07,3.99,2011
giants software,farming simulator 2011 equipment pack 2,6.99,2011
paradox interactive,europa universalis iii: eastern - ad 1400 spritepack,1.99,2011
paradox development studio,hearts of iron iii: for the motherland,4.99,2011
team17 digital ltd,worms reloaded: puzzle pack,4.99,2011
team17 digital ltd,worms reloaded: retro pack,4.99,2011
team17 digital ltd,worms reloaded: time attack pack,4.99,2011
realmforge studios,dungeons: map pack dlc,2.99,2011
team17 digital ltd,worms reloaded: forts pack,4.99,2011
telltale games,puzzle agent 2,9.99,2011
tripwire interactive,killing floor: steampunk character pack,7.99,2011
ageod,pride of nations: spanish-american war 1898,3.99,2011
secret base,tobe's vertical adventure,0.99,2011
obsidian entertainment,fallout new vegas: old world blues,4.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii: retribution - ulthwe wargear dlc",6.99,2011
1c: maddox games,il-2 sturmovik: cliffs of dover,0.0,2011
yeaboing,lucid,4.99,2011
dovetail games,train simulator: br class 421 '4cig' loco,8.99,2011
"kaos studios,digital extremes",homefront: express 870 shotgun,0.99,2011
mystic box,runespell: overture,9.99,2011
digitalmindsoft,men of war: assault squad - skirmish pack,1.99,2011
"dejobaan games, llc",aaaaa! - brutal concussion,1.99,2011
lunar giant,delve deeper: treasures and tunnels,0.99,2011
extend studio,a.r.e.s.: berzerker suit,0.99,2011
colossal order ltd.,cities in motion: metro stations,2.99,2011
her interactive,nancy drew®: secrets can kill remastered,6.99,2010
bohemia interactive,arma: cold war assault,4.99,2011
zachtronics,spacechem: 63 corvi,1.99,2011
haemimont games,tropico 4,14.99,2011
her interactive,nancy drew®: the captive curse,6.99,2011
her interactive,nancy drew®: trail of the twister,6.99,2010
total eclipse,the clockwork man,6.99,2011
ageod,pride of nations: american civil war 1862,3.99,2011
two tribes,edge,6.99,2011
"firaxis games,aspyr (mac, linux)",civilization v - civ and scenario pack: korea,4.99,2011
"firaxis games,aspyr (mac, linux)",civilization v - scenario pack: wonders of the ancient world,4.99,2011
coffee stain studios,sanctum: official soundtrack,9.99,2011
exosyphen studios,hacker evolution duality,4.99,2011
minmax games ltd.,space pirates and zombies,9.99,2011
timegate studios,section 8: prejudice frontier colonies map pack,3.99,2011
timegate studios,section 8: prejudice blitz pack,2.99,2011
timegate studios,section 8: prejudice overdrive map pack,3.99,2011
"relic entertainment,feral interactive (mac/linux)","warhammer 40,000: dawn of war ii - ultramarines pack",6.99,2011
obsidian entertainment,fallout new vegas®: lonesome road™,4.99,2011
three rings,puzzle pirates,0.0,2011
hothead games,the baconing,14.99,2011
relic,"warhammer 40,000: space marine",29.99,2011
1c company,men of war: vietnam,7.99,2011
flying wild hog,hard reset extended edition,14.99,2012
ageod,pride of nations: the franco-prussian war 1870,3.99,2011
"octane games,meridian4",wasteland angel,9.99,2011
ace team,rock of ages,9.99,2011
tripwire interactive,red orchestra 2: heroes of stalingrad with rising storm,19.99,2011
,call of juarez®: the cartel,9.99,2011
colossal order ltd.,cities in motion: german cities,5.99,2011
stainless games ltd,magic: the gathering 2012 - expansion,4.99,2011
paradox development studio,sengoku,9.99,2011
pompom,astro tripper,4.99,2011
her interactive,nancy drew®: shadow at the water's edge,6.99,2010
reality pump studios,two worlds ii - pirates of the flying fortress,9.99,2011
ngd studios,bunch of heroes,4.99,2011
gearbox software,duke nukem forever: hail to the icons parody pack,9.99,2011
blackhole,might & magic: heroes vi,19.99,2011
gas powered games,supreme commander: forged alliance,14.99,2011
edmund mcmillen and florian himsl,the binding of isaac,4.99,2011
giants software,farming simulator 2011 equipment pack 3,6.99,2011
1c-avalon,off-road drive,4.99,2011
gas powered games,supreme commander,14.99,2007
red redemption,fate of the world: tipping point,18.99,2011
steel monkeys,post apocalyptic mayhem: dlc - chaos pack,1.99,2011
red redemption,fate of the world: denial,2.99,2011
red redemption,fate of the world: migration,4.99,2011
city interactive,sniper: ghost warrior - second strike,1.99,2011
"games farm,3division",air conflicts: secret wars,5.99,2011
red redemption,fate of the world: extras pack,3.99,2011
capcom vancouver,dead rising 2: off the record,19.99,2011
hothead games,the baconing dlc - roesha – one bad mutha co-op character,1.99,2011
"akella,.dat",disciples iii - resurrection,14.99,2011
days of wonder,memoir '44 online,0.0,2011
dovetail games,train simulator: amtrak acela express emu add-on,8.99,2011
double fine productions,costume quest,9.99,2011
the sims studio,the sims™ 3 pets,19.99,2011
positech games,gratuitous space battles: the parasites,5.99,2011
"vlambeer,croteam",serious sam: the random encounter,4.99,2011
iridium studios,before the echo,4.99,2011
ideas pad,puzzler world 2,4.99,2011
b-alive,airline tycoon 2,9.99,2011
spellbound studios,arcania: fall of setarrif,14.99,2011
ktx software,the haunted: hells reach,8.99,2011
robot entertainment,orcs must die! - artifacts of power,1.99,2011
obsidian entertainment,dungeon siege iii: treasures of the sun,6.99,2011
daybreak game company,dc universe™ online,0.0,2011
volition,saints row: the third initiation station,0.0,2011
"haemimont games,feral interactive (mac)",tropico 4: junta military dlc,2.99,2011
devil's details,sonic generations collection,19.99,2011
her interactive,nancy drew®: alibi in ashes,6.99,2011
robot entertainment,orcs must die! - lost adventures,2.99,2011
"infinity ward,sledgehammer games,aspyr (mac)",call of duty®: modern warfare® 3,39.99,2011
"team bondi,rockstar leeds",l.a. noire,19.99,2011
"team bondi,rockstar leeds",l.a. noire: dlc bundle,11.99,2011
digitalmindsoft,men of war: assault squad - mp supply pack charlie,1.99,2011
final form games,jamestown soundtrack,4.99,2011
final form games,"jamestown: gunpowder, treason, & plot",2.99,2011
trendy entertainment,dungeon defenders halloween costume pack,0.99,2011
trendy entertainment,dungeon defenders capture the flag pre-alpha pass (free dlc),0.0,2011
trendy entertainment,dungeon defenders halloween mission pack,1.99,2011
cipher prime studios,fractal: make blooms not war,6.99,2011
arrowhead game studios,magicka: horror props item pack,2.99,2011
digital reality,skydrift,9.99,2011
arrowhead game studios,magicka: holiday spirit item pack,1.99,2011
"the creative assembly,feral interactive (mac),feral interactive (linux)",total war: shogun 2 - the hattori clan pack,4.99,2011
"the creative assembly,feral interactive (mac),feral interactive (linux)",total war: shogun 2 - blood pack dlc,1.59,2011
arrowhead game studios,magicka: the stars are left,5.99,2011
paradox interactive,europa universalis iii: reformation spritepack,1.99,2011
paradox interactive,europa universalis iii: enlightenment spritepack,1.99,2011
unicorn games studio,real warfare 1242,3.99,2010
rocksteady studios,batman arkham city: nightwing bundle,0.0,2011
stardock entertainment,galactic civilizations® ii: ultimate edition,19.99,2011
"krossrails,dovetail games",train simulator: west coast main line north route add-on,12.99,2011
reloaded productions,apb reloaded,0.0,2011
wadjet eye games,blackwell unbound,4.99,2012
rocksteady studios,batman arkham city: robin bundle,0.0,2011
digitalmindsoft,men of war: assault squad - skirmish pack 2,1.99,2011
tripwire interactive,killing floor - steampunk character pack 2,7.99,2011
team 6 studios,flatout 3: chaos & destruction,9.99,2011
ubisoft montreal,assassin's creed revelations - the ancestors character pack,3.99,2011
trendy entertainment,dungeon defenders the great turkey hunt! mission & costumes,1.99,2011
"haemimont games,feral interactive (mac)",tropico 4: plantador dlc,2.99,2011
"vicious cycle software, inc.",earth defense force: insect armageddon,9.99,2011
stainless games ltd,magic 2012 deck pack 2,2.99,2011
relic,"warhammer 40,000: space marine - golden relic chainsword",0.99,2011
relic,"warhammer 40,000: space marine - traitor legions pack",0.99,2011
"gaslamp games, inc.",dungeons of dredmor: realm of the diggle gods,2.99,2011
relic,"warhammer 40,000: space marine - emperor’s elite pack",0.99,2011
nitro games,pirates of black cove: origins,4.99,2011
relic,"warhammer 40,000: space marine - golden relic bolter",0.99,2011
coffee stain studios,sanctum: x-mas carnage (free dlc),0.0,2011
egosoft,x3: albion prelude,9.99,2011
frozenbyte,trine 2: complete story,19.99,2013
trendy entertainment,dungeon defenders - quest for the lost eternia shards part 1,3.99,2011
astro port,satazius demo,0.0,2011
ngd studios,bunch of heroes: holiday pack (free dlc),0.0,2011
astro port,satazius,5.99,2011
lionhead studios,fable - the lost chapters,9.99,2011
avalanche studios,renegade ops - reinforcement pack,2.99,2011
fakt software,crazy machines 2: happy new year dlc,2.99,2011
trendy entertainment,dungeon defenders - etherian holiday extravaganza,1.99,2011
volition,saints row: the third warrior pack,2.99,2011
avalanche studios,renegade ops - coldstrike campaign,4.99,2011
relic,"warhammer 40,000: space marine - alpha legion champion armour set",2.99,2011
relic,"warhammer 40,000: space marine - salamanders veteran armour set",2.99,2011
relic,"warhammer 40,000: space marine - blood angels veteran armour set",2.99,2011
relic,"warhammer 40,000: space marine - legion of the damned armour set",2.99,2011
relic,"warhammer 40,000: space marine - chaos unleashed map pack",9.99,2011
"d3publisher of america, inc.",earth defense force tactician advanced tech package,0.99,2011
"d3publisher of america, inc.",earth defense force aerialist munitions package,0.99,2011
"d3publisher of america, inc.",earth defense force trooper special issue enforcer package,0.99,2011
rocksteady studios,batman arkham city: challenge map pack,0.0,2011
rocksteady studios,batman arkham city: arkham city skins pack,0.0,2011
"d3publisher of america, inc.",earth defense force battle armor weapon chest,0.99,2011
unigine corp.,oil rush,7.99,2012
dovetail games,train simulator: woodhead route add-on,12.99,2012
neocoregames,king arthur ii: the role-playing wargame,9.99,2012
